"title","creator","subjects","materialtype","usageclass","checkouts","checkoutmonth","publicationyear"
"The Hanging (unabridged)","Lotte Hammer","Fiction, Mystery","AUDIOBOOK","Digital","1","1","2015"
"Odin's family : myths of the Vikings / retold by Neil Philip ; illustrated by Maryclare Foa.","Philip, Neil","Mythology Norse Juvenile literature","BOOK","Physical","1","1","[1996]"
"The Secret Chord: A Novel","Geraldine Brooks","Fiction, Literature","EBOOK","Digital","7","1","2015"
"An incomplete revenge / Jacqueline Winspear.","Winspear, Jacqueline, 1955-","Dobbs Maisie Fictitious character Fiction, Women private investigators England London Fiction, City and town life Fiction, Great Britain History George V 1910 1936 Fiction, Kent England Fiction, Detective and mystery fiction, Historical fiction","BOOK","Physical","2","1","2008."
"Song of Susannah: The Dark Tower Series, Book 6 (unabridged)","Stephen King","Fantasy, Fiction, Literature, Thriller","AUDIOBOOK","Digital","10","1","2016"
"Anne of Avonlea: Anne of Green Gables Series, Book 2","L. M. (Lucy Maud) Montgomery","Classic Literature, Juvenile Fiction","EBOOK","Digital","5","1","2021"
"Unbelonging / Gayatri Sethi ; illustrated by Divya Seshadri.","Sethi, Gayatri","South Asian diaspora Juvenile poetry, Caste based discrimination Juvenile poetry, Psychological abuse Juvenile poetry, Xenophobia Juvenile poetry, Misogyny Juvenile poetry, Interpersonal relations Juvenile poetry","BOOK","Physical","1","1","[2021]"
"Douglas, you're a genius! / by Ged Adamson.","Adamson, Ged","Fences Juvenile fiction, Lost articles Juvenile fiction, Dogs Juvenile fiction, Neighbors Juvenile fiction","BOOK","Physical","2","1","[2018]"
"The Planet of Ludokaa: The Little Prince Series, Book 12","Clélia Constantine","Comic and Graphic Books, Fantasy, Juvenile Fiction, Juvenile Literature","EBOOK","Digital","1","1","2013"
"World Travel: An Irreverent Guide","Anthony Bourdain","Biography & Autobiography, Reference, Travel, Nonfiction","EBOOK","Digital","16","1","2021"
"Horse Heroes: A Nonfiction Companion to Magic Tree House #49: Stallion by Starlight","Mary Pope Osborne","Juvenile Nonfiction, Language Arts, Nature, Sports & Recreations","EBOOK","Digital","1","1","2013"
"Get the Scoop, Geronimo!: Geronimo Stilton Cavemice Series, Book 9","Geronimo Stilton","Juvenile Fiction, Juvenile Literature, Historical Fiction, Humor (Fiction)","EBOOK","Digital","1","1","2016"
"The London Cookbook: Recipes from the Restaurants, Cafes, and Hole-in-the-Wall Gems of a Modern City","Aleksandra Crapanzano","Cooking & Food, Essays, Travel, Nonfiction","EBOOK","Digital","2","1","2016"
"The global commons : an introduction / Susan J. Buck ; [foreword by Elinor Ostrom].","Buck, Susan J.","Environmental policy, Commons, Natural resources Communal, Environmental management","BOOK","Physical","1","1","[1998]"
"Hot Stories For Cold Nights: All-New Erotic Tales to Bring the Heat Between the Sheets","Joan Elizabeth Lloyd","Erotic Literature, Fiction, Romance","EBOOK","Digital","3","1","2013"
"Seekers. [1], Toklo's story / created by Erin Hunter ; written by Dan Jolley ; art by Bettina Kurkoski.","Hunter, Erin","Grizzly bear Comic books strips etc, Bear cubs Comic books strips etc, Brothers Comic books strips etc, Home Comic books strips etc, Cartoons and comics, Graphic novels, Fantasy comics","BOOK","Physical","6","1","[2010]"
"The More of Less (unabridged)","Joshua Becker","Home Design & Décor, Philosophy, Nonfiction","AUDIOBOOK","Digital","8","1","2016"
"Infinite Stars: Dark Frontiers","Bryan Thomas Schmidt","Fiction, Science Fiction","EBOOK","Digital","3","1","2019"
"William Blake : visionary / Edina Adam with Julian Brooks and an essay by Matthew Hargraves.","Blake, William, 1757-1827,","Blake William 1757 1827 Exhibitions, Exhibition catalogs","BOOK","Physical","1","1","[2020]"
"Gretel and the Dark (unabridged)","Eliza Granville","Fiction, Historical Fiction","AUDIOBOOK","Digital","2","1","2014"
"Chainsaw man. 4, The gun is mightier / Tatsuki Fujimoto ; [translation, Amanda Haley ; touch-up art & lettering, James Gaubatz].","Fujimoto, Tatsuki","Supernatural Comic books strips etc, Demonology Comic books strips etc, Paranormal comics, Horror comics, Graphic novels, Comics Graphic works","BOOK","Physical","6","1","[2021]"
"More Than Words Can Say: A Novel (unabridged)","Robert Barclay","Fiction, Literature","AUDIOBOOK","Digital","1","1","2013"
"The Gate to Women's Country: A Novel","Sheri S. Tepper","Fantasy, Fiction","EBOOK","Digital","1","1","2012"
"Red Moon (unabridged)","Kim Stanley Robinson","Fiction, Science Fiction","AUDIOBOOK","Digital","5","1","2018"
"A Beach for Albert: Capacity","Eleanor May","Juvenile Fiction, Picture Book Fiction","EBOOK","Digital","1","1","2014"
"The Dragon of Doom: Moongobble and Me Series, Book 1 (unabridged)","Bruce Coville","Fantasy, Juvenile Fiction, Humor (Fiction)","AUDIOBOOK","Digital","2","1","2006"
"Dance of Thieves: Dance of Thieves Series, Book 1 (unabridged)","Mary E. Pearson","Fantasy, Young Adult Fiction, Young Adult Literature","AUDIOBOOK","Digital","10","1","2018"
"Coral reefs / Jill Esbaum.","Esbaum, Jill","Coral reefs and islands Juvenile literature, Coral reefs and islands","BOOK","Physical","1","1","[2018]"
"This Rebel Heart","Katherine Locke","Historical Fiction, Young Adult Fiction, Young Adult Literature, LGBTQIA+ (Fiction)","EBOOK","Digital","2","1","2022"
"Hot for Food Vegan Comfort Classics: 101 Recipes to Feed Your Face [A Cookbook]","Lauren Toyota","Cooking & Food, Nonfiction","EBOOK","Digital","1","1","2018"
"The light we give : how Sikh wisdom can transform your life / Simran Jeet Singh.","Singh, Simran Jeet","Religious life Sikhism, Sikhism Doctrines, Sikhism","BOOK","Physical","4","1","2022."
"A leap for Legadema : the true story of a little leopard in a big world / Beverly and Dereck Joubert.","Joubert, Beverly","Leopard Juvenile literature, Animals Infancy Juvenile literature","BOOK","Physical","5","1","[2018]"
"The perfectly perfect wish / Lisa Mantchev ; illustrated by Jessica Courtney-Tickle.","Mantchev, Lisa","Wishes Juvenile fiction, Empathy Juvenile fiction, Generosity Juvenile fiction, Picture books","BOOK","Physical","6","1","[2020]"
"No Snowball!","Isabella Kung","Juvenile Fiction, Juvenile Literature","EBOOK","Digital","1","1","2022"
"Enjoy the View","Sarah Morgenthaler","Fiction, Literature, Romance","EBOOK","Digital","6","1","2021"
"Try Not to Be Strange: The Curious History of the Kingdom of Redonda","Michael Hingston","Biography & Autobiography, History, Nonfiction, Humor (Nonfiction)","EBOOK","Digital","2","1","2022"
"Crafts to Make in the Winter","Kathy Ross","Crafts, Juvenile Nonfiction, Reference","EBOOK","Digital","1","1","2012"
"The Hiding Place","Corrie ten Boom","Biography & Autobiography, Religion & Spirituality, Nonfiction","EBOOK","Digital","5","1","2011"
"One for the Wicked: A Dark Mission Novel","Karina Cooper","Fantasy, Fiction, Romance","EBOOK","Digital","1","1","2013"
"At the Edge of Time: Exploring the Mysteries of Our Universe's First Seconds (unabridged)","Dan Hooper","Science, Nonfiction","AUDIOBOOK","Digital","1","1","2020"
"The Rock Eaters: Stories (unabridged)","Brenda Peynado","Fiction, Literature, Short Stories","AUDIOBOOK","Digital","1","1","2021"
"When Miles got mad / written by Samantha Kurtzman-Counter.","Kurtzman-Counter, Samantha","Anger Juvenile fiction, Brothers Juvenile fiction, Emotions Juvenile fiction, Conflict Psychology Juvenile fiction, Interpersonal relations Juvenile fiction","BOOK","Physical","3","1","[2013]"
"Phenomenal Woman: Four Poems Celebrating Women","Maya Angelou","Fiction, Poetry","EBOOK","Digital","4","1","2013"
"Miss Mary Is Scary!: My Weird School Daze Series, Book 10","Dan Gutman","Juvenile Fiction, Juvenile Literature, Humor (Fiction)","EBOOK","Digital","1","1","2011"
"Making big happen : applying the Make Big Happen system to grow big / Mark Moses, Don Schiavone, Craig Coleman & Chris Larkins.","Moses, Mark (Executive coach)","Success in business, Executive coaching","BOOK","Physical","1","1","[2022]"
"Just Shy of Harmony: Harmony Series, Book 2","Philip Gulley","Fiction, Literature, Christian Fiction","EBOOK","Digital","1","1","2008"
"Unraveling: What I Learned About Life While Shearing Sheep, Dyeing Wool, and Making the World's Ugliest Sweater","Peggy Orenstein","Biography & Autobiography, Crafts, Nonfiction","EBOOK","Digital","4","1","2023"
"The Good News Gazette","Jessie Wells","Fiction, Literature, Romance, Humor (Fiction)","EBOOK","Digital","4","1","2022"
"The Economists' Hour: False Prophets, Free Markets, and the Fracture of Society","Binyamin Appelbaum","Business, History, Politics, Nonfiction","EBOOK","Digital","1","1","2019"
"The end we start from / Megan Hunter.","Hunter, Megan, 1984-","Mothers and sons Fiction, Motherhood Fiction, Survival Fiction, Dystopian fiction, Apocalyptic fiction","BOOK","Physical","1","1","2017."
"Trouble & Triumph (unabridged)","Tip 'T.I.' Harris","Fiction, Literature","AUDIOBOOK","Digital","1","1","2012"
"The Mystery at the Crooked House: The Boxcar Children Series, Book 79 (unabridged)","Gertrude Chandler Warner","Juvenile Fiction, Mystery","AUDIOBOOK","Digital","2","1","2013"
"What If You Had Animal Teeth?","Sandra Markle","Health & Fitness, Juvenile Nonfiction, Nature, Humor (Nonfiction)","EBOOK","Digital","2","1","2017"
"For black girls like me / Mariama J. Lockington.","Lockington, Mariama","Identity Philosophical concept Juvenile fiction, African Americans Juvenile fiction, Interracial adoption Juvenile fiction, Families Juvenile fiction, Home schooling Juvenile fiction, Moving Household Juvenile fiction","BOOK","Physical","1","1","2019."
"April Fools' Fiasco: A to Z Mystery Super Edition Series, Book 9","Ron Roy","Juvenile Fiction, Juvenile Literature, Mystery","EBOOK","Digital","2","1","2017"
"iPhone for seniors in easy steps : for iPhone models with iOS 10, illustrated using iPhone 7 and iPhone 7 Plus / Nick Vandome.","Vandome, Nick","iOS Electronic resource, iPhone Smartphone, Operating systems Computers, Computers and older people","BOOK","Physical","1","1","[2016]"
"In the Shadow of the Empress: The Defiant Lives of Maria Theresa, Mother of Marie Antoinette, and Her Daughters (unabridged)","Nancy Goldstone","Biography & Autobiography, History, Women's Studies, Nonfiction","AUDIOBOOK","Digital","3","1","2021"
"The Passenger: A Novel","Ulrich Alexander Boschwitz","Fiction, Literature, Historical Fiction","EBOOK","Digital","1","1","2021"
"Lilac Girls: A Novel (unabridged)","Martha Hall Kelly","Fiction, Literature, Historical Fiction","AUDIOBOOK","Digital","14","1","2016"
"Mobile suit Gundam, the origin. VII, Battle of Loum / Yoshikazu Yasuhiko ; original story by: Yoshiyuki Tomino, Hajime Yatate ; translation: Melissa Tanaka.","Yasuhiko, Yoshikazu, 1947-","Space colonies Comic books strips etc, Space warfare Comic books strips etc, Imaginary wars and battles Comic books strips etc, Robotic exoskeletons Comic books strips etc, Robots Comic books strips etc, Science fiction comic books strips etc, Graphic novels, Comic books strips etc","BOOK","Physical","1","1","2014."
"I Am Radar: A Novel","Reif Larsen","Fiction, Literature, Historical Fiction","EBOOK","Digital","1","1","2015"
"Wild plants of greater Seattle : a field guide to native and naturalized plants of the Seattle area / Arthur Lee Jacobson.","Jacobson, Arthur Lee","Plants Washington State Seattle Metropolitan Area","BOOK","Physical","2","1","2008."
"Albania / by Wil Mara.","Mara, Wil","Albania Juvenile literature, Instructional and educational works","BOOK","Physical","1","1","2018."
"The Trumpet-Major","Thomas Hardy","Fiction, Romance","EBOOK","Digital","1","1","2012"
"The Pear Affair","Judith Eagle","Juvenile Fiction, Juvenile Literature, Mystery","EBOOK","Digital","2","1","2022"
"County Fair : adapted from the Little house books by Laura Ingalls Wilder / illustrated by Jody Wheeler.",,"Wilder Almanzo Juvenile fiction, Fairs Juvenile fiction","BOOK","Physical","2","1","[1997]"
"The Friendship War (unabridged)","Andrew Clements","Juvenile Fiction, Juvenile Literature","AUDIOBOOK","Digital","3","1","2019"
"Boston Noir 2: The Classics","Dennis Lehane","Fiction, Mystery, Short Stories, Travel Literature","EBOOK","Digital","1","1","2012"
"The girl who survived / Lisa Jackson.","Jackson, Lisa","Massacre survivors Fiction, Murder Fiction, Brothers and sisters Fiction, Families Fiction, Survival Fiction, Detective and mystery fiction, Thrillers Fiction, Novels","BOOK","Physical","2","1","2022."
"Merry Christmas Cowboy: A Novel","Maisey Yates","Fiction, Literature, Romance, Western","EBOOK","Digital","7","1","2022"
"Family game night and other catastrophes / Mary E. Lambert.","Lambert, Mary E., 1984-","Compulsive hoarding Juvenile fiction, Obsessive compulsive disorder Juvenile fiction, Family secrets Juvenile fiction, Mothers and daughters Juvenile fiction, Sisters Juvenile fiction, Families Juvenile fiction, Secrets Fiction, Family problems Fiction","BOOK","Physical","1","1","2017."
"Kidnapped at Birth?: Marvin Redpost Series, Book 1","Louis Sachar","Juvenile Fiction, Juvenile Literature, Humor (Fiction)","EBOOK","Digital","1","1","2011"
"Nobody but us / Laure Van Rensburg.","Van Rensburg, Laure","Graduate students Fiction, College teachers Fiction, Secrecy Fiction, Teacher student relationships Fiction, Winter storms Fiction, Thrillers Fiction, Novels","BOOK","Physical","1","1","2022."
"LEGO City. Fight this fire! / by Michael Anthony Steele ; illustrated by Chuck Primeau.","Steele, Michael Anthony","LEGO toys Juvenile fiction, Fire fighters Juvenile fiction, Fire departments Fiction","BOOK","Physical","2","1","2011."
"The Fortnight in September (unabridged)","R.C. Sherriff","Fiction, Literature, Historical Fiction","AUDIOBOOK","Digital","5","1","2021"
"On a quiet street / Seraphina Nova Glass.","Glass, Seraphina Nova","Married people Fiction, Adultery Fiction, Secrecy Fiction, Neighbors Fiction, Revenge Fiction, Thrillers Fiction, Novels","BOOK","Physical","2","1","[2022]"
"Muhammad Ali : the people's champion / by Walter Dean Myers ; illustrated by Alix Delinois.","Myers, Walter Dean, 1937-2014","Ali Muhammad 1942 2016 Juvenile literature, Boxers Sports United States Biography Juvenile literature, Boxers Sports Juvenile literature","BOOK","Physical","1","1","2010."
"Genome: The Autobiography of a Species In 23 Chapters (unabridged)","Matt Ridley","Science, Nonfiction","AUDIOBOOK","Digital","1","1","2013"
"The Thirteen Gun Salute (Volume Book 13)  (Aubrey/Maturin Novels)","Patrick O'Brian","Fantasy, Fiction, Thriller, Historical Fiction","EBOOK","Digital","2","1","2015"
"The Lightkeeper's Ball","Colleen Coble","Fiction, Romance, Suspense, Christian Fiction","EBOOK","Digital","1","1","2012"
"A Peculiar Combination: Electra McDonnell Series Series, Book 1","Ashley Weaver","Fiction, Mystery, Historical Fiction","EBOOK","Digital","11","1","2021"
"Lunch walks among us / Jim Benton.","Benton, Jim","Stein Franny K Juvenile fiction, Monsters Juvenile fiction, Science Experiments Juvenile fiction, Schools Juvenile fiction, Humorous stories, Science fiction","BOOK","Physical","3","1","[2003]"
"Kitten Trouble","Nick Bruel","Comic and Graphic Books, Juvenile Fiction, Juvenile Literature, Humor (Fiction)","EBOOK","Digital","2","1","2019"
"Paganism : an introduction to earth-centered religions / Joyce & River Higginbotham.","Higginbotham, Joyce, 1961-","Neopaganism, Witchcraft, Magic","BOOK","Physical","2","1","2002."
